,School,Major,Sem_year,Semester,Year,Batch,Course,Credits,Grade
0,School of Engineering,EED,Monsoon 2012,Monsoon,2012,2012,CCC303,1.5,B
1,School of Engineering,EED,Monsoon 2012,Monsoon,2012,2012,CCC302,1.5,B-
2,School of Engineering,EED,Spring 2013,Spring,2013,2012,CCC703,1.5,B-
3,School of Engineering,EED,Spring 2013,Spring,2013,2012,CCC601,1.5,D
4,School of Engineering,EED,Monsoon 2013,Monsoon,2013,2012,CCC101,1.5,C
5,School of Engineering,EED,Monsoon 2013,Monsoon,2013,2012,CCC603,1.5,D
6,School of Engineering,EED,Monsoon 2013,Monsoon,2013,2012,CCC801,1.5,B-
7,School of Engineering,EED,Monsoon 2013,Monsoon,2013,2012,CCC705,1.5,D
8,School of Engineering,EED,Spring 2014,Spring,2014,2012,CCC402,1.5,B-
9,School of Engineering,EED,Spring 2014,Spring,2014,2012,CCC506,1.5,B
10,School of Engineering,EED,Monsoon 2014,Monsoon,2014,2012,CCC501,1.5,D
11,School of Engineering,EED,Monsoon 2014,Monsoon,2014,2012,ENG110,3.0,C
12,School of Engineering,EED,Monsoon 2014,Monsoon,2014,2012,CCC807,1.5,C-
13,School of Engineering,EED,Spring 2015,Spring,2015,2012,HIS310,3.0,B
14,School of Engineering,EED,Spring 2015,Spring,2015,2012,CCC214,1.5,C-
15,School of Engineering,EED,Spring 2015,Spring,2015,2012,HIS103,3.0,C
16,School of Engineering,EED,Monsoon 2015,Monsoon,2015,2012,MED309,3.0,C-
17,School of Engineering,EED,Monsoon 2015,Monsoon,2015,2012,CED206,4.0,D
18,School of Engineering,EED,Monsoon 2015,Monsoon,2015,2012,CCC411,1.5,B-
19,School of Engineering,EED,Monsoon 2015,Monsoon,2015,2012,CCC217,1.5,B
20,School of Engineering,EED,Spring 2016,Spring,2016,2012,FAC101,2.0,C-
21,School of Engineering,EED,Monsoon 2012,Monsoon,2012,2012,CCC303,1.5,B
22,School of Engineering,EED,Monsoon 2012,Monsoon,2012,2012,CCC302,1.5,B-
23,School of Engineering,EED,Spring 2013,Spring,2013,2012,CCC601,1.5,F
24,School of Engineering,EED,Spring 2013,Spring,2013,2012,CCC703,1.5,B
25,School of Engineering,EED,Monsoon 2013,Monsoon,2013,2012,CCC705,1.5,D
26,School of Engineering,EED,Monsoon 2013,Monsoon,2013,2012,CCC603,1.5,D
27,School of Engineering,EED,Monsoon 2013,Monsoon,2013,2012,CCC401,1.5,D
28,School of Engineering,EED,Spring 2014,Spring,2014,2012,CCC506,1.5,B-
29,School of Engineering,EED,Spring 2014,Spring,2014,2012,CCC602,1.5,C
30,School of Engineering,EED,Spring 2014,Spring,2014,2012,CCC408,1.5,F
31,School of Engineering,EED,Monsoon 2014,Monsoon,2014,2012,ENG110,3.0,C-
32,School of Engineering,EED,Monsoon 2014,Monsoon,2014,2012,CCC408,1.5,F
33,School of Engineering,EED,Spring 2015,Spring,2015,2012,CCC402,1.5,B-
34,School of Engineering,EED,Monsoon 2015,Monsoon,2015,2012,CCC101,1.5,B
35,School of Engineering,EED,Monsoon 2015,Monsoon,2015,2012,CCC503,1.5,B-
36,School of Engineering,EED,Monsoon 2015,Monsoon,2015,2012,CCC216,1.5,D
37,School of Engineering,EED,Monsoon 2015,Monsoon,2015,2012,MED309,3.0,D
38,School of Engineering,EED,Monsoon 2015,Monsoon,2015,2012,CED206,4.0,D
39,School of Engineering,EED,Monsoon 2015,Monsoon,2015,2012,ENG213,3.0,D
40,School of Engineering,EED,Monsoon 2015,Monsoon,2015,2012,CCC103,1.5,C
41,School of Engineering,EED,Spring 2016,Spring,2016,2012,CCC220,1.5,C-
42,School of Engineering,EED,Spring 2016,Spring,2016,2012,CCC813,1.5,A-
43,School of Engineering,EED,Spring 2016,Spring,2016,2012,FAC101,2.0,C-
44,School of Engineering,EED,Spring 2016,Spring,2016,2012,CCC816,1.5,C-
45,School of Engineering,ECE,Monsoon 2012,Monsoon,2012,2012,CCC303,1.5,B
46,School of Engineering,ECE,Monsoon 2012,Monsoon,2012,2012,CCC302,1.5,B-
47,School of Engineering,ECE,Spring 2013,Spring,2013,2012,CCC703,1.5,C
48,School of Engineering,ECE,Spring 2013,Spring,2013,2012,CCC601,1.5,D
49,School of Engineering,ECE,Monsoon 2013,Monsoon,2013,2012,CCC705,1.5,D
50,School of Engineering,ECE,Monsoon 2013,Monsoon,2013,2012,CCC801,1.5,D
51,School of Engineering,ECE,Monsoon 2013,Monsoon,2013,2012,CCC402,1.5,C
52,School of Engineering,ECE,Spring 2014,Spring,2014,2012,CCC502,1.5,A-
53,School of Engineering,ECE,Spring 2014,Spring,2014,2012,CCC206,1.5,A-
54,School of Engineering,ECE,Summer 2014,Summer,2014,2012,BIO201,3.0,A-
55,School of Engineering,ECE,Monsoon 2014,Monsoon,2014,2012,CCC606,1.5,C-
56,School of Engineering,ECE,Monsoon 2014,Monsoon,2014,2012,CCC805,1.5,B-
57,School of Engineering,ECE,Spring 2015,Spring,2015,2012,ADP212,5.0,A-
58,School of Engineering,ECE,Spring 2015,Spring,2015,2012,CCC503,1.5,B-
59,School of Engineering,ECE,Monsoon 2015,Monsoon,2015,2012,CCC104,1.5,C-
60,School of Engineering,ECE,Monsoon 2015,Monsoon,2015,2012,ECO108,4.0,B-
61,School of Engineering,ECE,Monsoon 2015,Monsoon,2015,2012,CCC110,1.5,B-
62,School of Engineering,ECE,Monsoon 2015,Monsoon,2015,2012,CCC411,1.5,B-
63,School of Engineering,ECE,Monsoon 2015,Monsoon,2015,2012,ECO314,3.0,B-
64,School of Engineering,CED,Monsoon 2012,Monsoon,2012,2012,CCC302,1.5,B
65,School of Engineering,CED,Monsoon 2012,Monsoon,2012,2012,CCC303,1.5,C
66,School of Engineering,CED,Spring 2013,Spring,2013,2012,CCC602,1.5,C
67,School of Engineering,CED,Spring 2013,Spring,2013,2012,CCC601,1.5,D
68,School of Engineering,CED,Monsoon 2013,Monsoon,2013,2012,CCC704,3.0,F
69,School of Engineering,CED,Spring 2014,Spring,2014,2012,CCC704,4.0,C
70,School of Engineering,CED,Monsoon 2014,Monsoon,2014,2012,CCC402,1.5,B
71,School of Engineering,CED,Monsoon 2014,Monsoon,2014,2012,HIS210,3.0,F
72,School of Engineering,CED,Spring 2015,Spring,2015,2012,HIS102,3.0,D
73,School of Humanities & Soc Sci,ENG,Monsoon 2013,Monsoon,2013,2013,CCC302,1.5,B
74,School of Humanities & Soc Sci,ENG,Monsoon 2013,Monsoon,2013,2013,CCC801,1.5,A-
75,School of Humanities & Soc Sci,ENG,Spring 2014,Spring,2014,2013,CCC704,4.0,D
76,School of Humanities & Soc Sci,ENG,Monsoon 2014,Monsoon,2014,2013,CCC402,1.5,B-
77,School of Humanities & Soc Sci,ENG,Spring 2015,Spring,2015,2013,SOC103,3.0,F
78,School of Humanities & Soc Sci,ENG,Spring 2015,Spring,2015,2013,CCC608,3.0,B-
79,School of Humanities & Soc Sci,ENG,Monsoon 2015,Monsoon,2015,2013,SOC201,3.0,F
80,School of Humanities & Soc Sci,ENG,Monsoon 2015,Monsoon,2015,2013,HIS107,3.0,F
81,School of Humanities & Soc Sci,ENG,Monsoon 2015,Monsoon,2015,2013,CCC318,1.5,B
82,School of Humanities & Soc Sci,ENG,Monsoon 2015,Monsoon,2015,2013,CCC202,1.5,A-
83,School of Humanities & Soc Sci,ENG,Spring 2017,Spring,2017,2013,CCC114,1.5,D
84,School of Humanities & Soc Sci,ENG,Spring 2017,Spring,2017,2013,CCC225,1.5,C-
85,School of Humanities & Soc Sci,ENG,Monsoon 2017,Monsoon,2017,2013,CCC329,1.5,B
86,School of Humanities & Soc Sci,ENG,Monsoon 2017,Monsoon,2017,2013,CCC228,1.5,F
87,School of Humanities & Soc Sci,ENG,Monsoon 2017,Monsoon,2017,2013,HIS203,3.0,F
88,School of Humanities & Soc Sci,ENG,Monsoon 2017,Monsoon,2017,2013,CCC115,1.5,A
89,School of Engineering,CSD,Monsoon 2013,Monsoon,2013,2013,CCC801,1.5,C-
90,School of Engineering,CSD,Monsoon 2013,Monsoon,2013,2013,CCC302,1.5,C
91,School of Engineering,CSD,Spring 2014,Spring,2014,2013,CCC704,4.0,C
92,School of Engineering,CSD,Spring 2014,Spring,2014,2013,MED101,2.0,B
93,School of Engineering,CSD,Monsoon 2014,Monsoon,2014,2013,MGT101,2.0,C
94,School of Engineering,CSD,Monsoon 2014,Monsoon,2014,2013,CCC808,1.5,A-
95,School of Engineering,CSD,Spring 2015,Spring,2015,2013,MAT140,4.0,D
96,School of Engineering,CSD,Spring 2015,Spring,2015,2013,MAT440,4.0,C
97,School of Engineering,CSD,Spring 2015,Spring,2015,2013,CCC806,1.5,B
98,School of Engineering,CSD,Spring 2015,Spring,2015,2013,CCC402,1.5,F
99,School of Engineering,CSD,Monsoon 2015,Monsoon,2015,2013,CCC319,1.5,C
100,School of Engineering,CSD,Monsoon 2015,Monsoon,2015,2013,CCC611,1.5,B-
101,School of Engineering,CSD,Spring 2016,Spring,2016,2013,DES101,4.0,B-
102,School of Engineering,CSD,Spring 2016,Spring,2016,2013,CCC409,1.5,B-
103,School of Engineering,CSD,Spring 2016,Spring,2016,2013,CCC402,1.5,D
104,School of Engineering,CSD,Spring 2016,Spring,2016,2013,CCC603,1.5,B-
105,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2013,CCC112,1.5,C-
106,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2013,CCC512,1.5,C-
107,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2013,HIS202,3.0,C
108,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2013,CCC101,1.5,D
109,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2013,MAT284,4.0,D
110,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2013,HIS203,3.0,F
111,School of Engineering,EED,Monsoon 2013,Monsoon,2013,2013,MED101,2.0,B-
112,School of Engineering,EED,Monsoon 2013,Monsoon,2013,2013,CCC402,1.5,C
113,School of Engineering,EED,Monsoon 2013,Monsoon,2013,2013,CCC302,1.5,B
114,School of Engineering,EED,Spring 2014,Spring,2014,2013,CCC704,4.0,C-
115,School of Engineering,EED,Monsoon 2014,Monsoon,2014,2013,CCC806,1.5,B-
116,School of Engineering,EED,Spring 2015,Spring,2015,2013,CCC311,1.5,B-
117,School of Engineering,EED,Summer 2015,Summer,2015,2013,BIO305,3.0,B-
118,School of Engineering,EED,Monsoon 2015,Monsoon,2015,2013,CCC805,1.5,C
119,School of Engineering,EED,Monsoon 2015,Monsoon,2015,2013,CCC602,1.5,A-
120,School of Engineering,EED,Monsoon 2015,Monsoon,2015,2013,ENG213,3.0,A-
121,School of Engineering,EED,Monsoon 2015,Monsoon,2015,2013,HIS105,3.0,B-
122,School of Engineering,EED,Spring 2016,Spring,2016,2013,CCC410,1.5,B-
123,School of Engineering,EED,Spring 2016,Spring,2016,2013,CCC411,1.5,F
124,School of Engineering,EED,Spring 2016,Spring,2016,2013,CCC514,1.5,B-
125,School of Engineering,EED,Spring 2016,Spring,2016,2013,ENG425,3.0,B-
126,School of Engineering,EED,Monsoon 2016,Monsoon,2016,2013,CCC617,1.5,B
127,School of Engineering,EED,Monsoon 2016,Monsoon,2016,2013,OHM103,3.0,B-
128,School of Engineering,EED,Monsoon 2016,Monsoon,2016,2013,SOC114,3.0,D
129,School of Engineering,EED,Monsoon 2016,Monsoon,2016,2013,ENG325,3.0,A-
130,School of Engineering,EED,Monsoon 2016,Monsoon,2016,2013,CCC224,1.5,C
131,School of Engineering,EED,Monsoon 2016,Monsoon,2016,2013,CCC221,1.5,D
132,School of Engineering,EED,Spring 2018,Spring,2018,2013,CCC103,1.5,F
133,School of Engineering,CSD,Monsoon 2013,Monsoon,2013,2013,CCC704,3.0,F
134,School of Engineering,CSD,Monsoon 2013,Monsoon,2013,2013,MED101,2.0,B-
135,School of Engineering,CSD,Spring 2014,Spring,2014,2013,CCC704,4.0,C-
136,School of Engineering,CSD,Spring 2014,Spring,2014,2013,CCC801,1.5,D
137,School of Engineering,CSD,Monsoon 2014,Monsoon,2014,2013,CCC408,1.5,F
138,School of Engineering,CSD,Monsoon 2014,Monsoon,2014,2013,ECO101,4.0,C
139,School of Engineering,CSD,Monsoon 2014,Monsoon,2014,2013,CCC810,1.5,C
140,School of Engineering,CSD,Spring 2015,Spring,2015,2013,MAT140,4.0,F
141,School of Engineering,CSD,Spring 2015,Spring,2015,2013,CCC402,1.5,C-
142,School of Engineering,CSD,Spring 2016,Spring,2016,2013,CCC214,1.5,C
143,School of Engineering,CSD,Spring 2016,Spring,2016,2013,ECO102,4.0,F
144,School of Engineering,CSD,Summer 2017,Summer,2017,2013,CCC412,1.5,B-
145,School of Engineering,CSD,Summer 2017,Summer,2017,2013,MAT430,4.0,B
146,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2013,CCC329,1.5,A
147,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2013,OHM401,3.0,C
148,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2013,CCC330,1.5,A
149,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2013,CCC115,1.5,B-
150,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2013,HIS203,3.0,C-
151,School of Engineering,EED,Monsoon 2014,Monsoon,2014,2014,CCC704,4.0,C
152,School of Engineering,EED,Monsoon 2015,Monsoon,2015,2014,CCC412,1.5,D
153,School of Engineering,EED,Monsoon 2015,Monsoon,2015,2014,CCC402,1.5,B-
154,School of Engineering,EED,Spring 2017,Spring,2017,2014,CCC801,1.5,C
155,School of Engineering,EED,Spring 2017,Spring,2017,2014,CCC312,1.5,C
156,School of Humanities & Soc Sci,ECO,Monsoon 2014,Monsoon,2014,2014,EED101,5.0,W
157,School of Humanities & Soc Sci,ECO,Monsoon 2014,Monsoon,2014,2014,CCC704,4.0,D
158,School of Humanities & Soc Sci,ECO,Monsoon 2014,Monsoon,2014,2014,PHY101,4.0,W
159,School of Humanities & Soc Sci,ECO,Monsoon 2014,Monsoon,2014,2014,CSD101,4.0,B-
160,School of Humanities & Soc Sci,ECO,Spring 2015,Spring,2015,2014,CSD201,4.0,W
161,School of Humanities & Soc Sci,ECO,Summer 2015,Summer,2015,2014,PHY101,4.0,W
162,School of Humanities & Soc Sci,ECO,Summer 2015,Summer,2015,2014,EED101,5.0,W
163,School of Humanities & Soc Sci,ECO,Monsoon 2015,Monsoon,2015,2014,CCC402,1.5,B-
164,School of Humanities & Soc Sci,ECO,Monsoon 2015,Monsoon,2015,2014,CCC801,1.5,D
165,School of Humanities & Soc Sci,ECO,Spring 2016,Spring,2016,2014,CCC613,1.5,A-
166,School of Humanities & Soc Sci,ECO,Spring 2016,Spring,2016,2014,ART101,3.0,B
167,School of Humanities & Soc Sci,ECO,Spring 2016,Spring,2016,2014,CCC816,1.5,A-
168,School of Humanities & Soc Sci,ECO,Monsoon 2016,Monsoon,2016,2014,CCC512,1.5,C-
169,School of Humanities & Soc Sci,ECO,Monsoon 2016,Monsoon,2016,2014,CCC314,1.5,B-
170,School of Humanities & Soc Sci,ECO,Spring 2017,Spring,2017,2014,CCC414,1.5,B-
171,School of Humanities & Soc Sci,ECO,Spring 2017,Spring,2017,2014,CCC113,1.5,B
172,School of Humanities & Soc Sci,ECO,Spring 2017,Spring,2017,2014,COM198,4.0,A-
173,School of Humanities & Soc Sci,ECO,Spring 2017,Spring,2017,2014,CCC103,1.5,B-
174,School of Humanities & Soc Sci,ECO,Spring 2017,Spring,2017,2014,OHM401,3.0,B-
175,School of Humanities & Soc Sci,ECO,Monsoon 2017,Monsoon,2017,2014,CCC327,1.5,A-
176,School of Humanities & Soc Sci,ECO,Monsoon 2017,Monsoon,2017,2014,CCC409,1.5,C-
177,School of Engineering,MED,Monsoon 2014,Monsoon,2014,2014,CCC704,4.0,C-
178,School of Engineering,MED,Spring 2015,Spring,2015,2014,PHY102,5.0,C-
179,School of Engineering,MED,Monsoon 2015,Monsoon,2015,2014,CCC402,1.5,A-
180,School of Engineering,MED,Monsoon 2015,Monsoon,2015,2014,CCC319,1.5,D
181,School of Engineering,MED,Spring 2016,Spring,2016,2014,SOC214,3.0,F
182,School of Engineering,MED,Spring 2016,Spring,2016,2014,CCC413,1.5,C
183,School of Engineering,MED,Spring 2016,Spring,2016,2014,ART101,3.0,B
184,School of Engineering,MED,Spring 2016,Spring,2016,2014,CCC814,3.0,F
185,School of Engineering,MED,Spring 2016,Spring,2016,2014,CCC218,1.5,F
186,School of Engineering,MED,Monsoon 2016,Monsoon,2016,2014,CCC103,1.5,C-
187,School of Engineering,MED,Monsoon 2016,Monsoon,2016,2014,CCC222,1.5,F
188,School of Engineering,MED,Monsoon 2016,Monsoon,2016,2014,CCC112,1.5,F
189,School of Engineering,MED,Monsoon 2016,Monsoon,2016,2014,CCC214,1.5,C-
190,School of Engineering,MED,Spring 2017,Spring,2017,2014,CHD262,3.0,F
191,School of Engineering,MED,Spring 2017,Spring,2017,2014,COM198,4.0,B-
192,School of Engineering,MED,Spring 2017,Spring,2017,2014,CCC225,1.5,C
193,School of Engineering,MED,Spring 2017,Spring,2017,2014,OHM401,3.0,B
194,School of Engineering,MED,Monsoon 2017,Monsoon,2017,2014,CCC327,1.5,B
195,School of Engineering,MED,Monsoon 2017,Monsoon,2017,2014,COM199,4.0,B-
196,School of Engineering,MED,Monsoon 2017,Monsoon,2017,2014,COM197,6.0,B-
197,School of Engineering,CSD,Monsoon 2014,Monsoon,2014,2014,CCC704,4.0,C
198,School of Engineering,CSD,Monsoon 2015,Monsoon,2015,2014,MKT101,2.0,F
199,School of Engineering,CSD,Monsoon 2015,Monsoon,2015,2014,CCC302,1.5,C
200,School of Engineering,CSD,Monsoon 2015,Monsoon,2015,2014,CCC215,1.5,C-
201,School of Engineering,CSD,Spring 2016,Spring,2016,2014,CCC816,1.5,B
202,School of Engineering,CSD,Spring 2016,Spring,2016,2014,CCC608,1.5,B
203,School of Engineering,CSD,Spring 2016,Spring,2016,2014,CCC407,1.5,F
204,School of Engineering,CSD,Spring 2016,Spring,2016,2014,CCC413,1.5,B
205,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,CCC224,1.5,B-
206,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,CCC805,1.5,C
207,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,CCC414,1.5,A-
208,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,ENG401,3.0,A-
209,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,ENG301,3.0,B
210,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,ENG104,3.0,B-
211,School of Engineering,CSD,Spring 2017,Spring,2017,2014,CCC623,1.5,C-
212,School of Engineering,CSD,Spring 2017,Spring,2017,2014,CCC217,3.0,B
213,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2014,CCC409,1.5,B-
214,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2014,ENG443,4.0,F
215,School of Engineering,CSD,Spring 2018,Spring,2018,2014,ENG444,4.0,B-
216,School of Engineering,CSD,Spring 2018,Spring,2018,2014,MAT283,4.0,F
217,School of Humanities & Soc Sci,ECO,Monsoon 2014,Monsoon,2014,2014,CCC704,4.0,C-
218,School of Humanities & Soc Sci,ECO,Monsoon 2014,Monsoon,2014,2014,ENG110,3.0,C
219,School of Humanities & Soc Sci,ECO,Spring 2015,Spring,2015,2014,CCC403,1.5,B
220,School of Humanities & Soc Sci,ECO,Spring 2015,Spring,2015,2014,CCC509,1.5,C
221,School of Humanities & Soc Sci,ECO,Spring 2015,Spring,2015,2014,ENG109,3.0,B
222,School of Humanities & Soc Sci,ECO,Spring 2015,Spring,2015,2014,ENG411,3.0,D
223,School of Humanities & Soc Sci,ECO,Spring 2015,Spring,2015,2014,MAT084,4.0,C-
224,School of Humanities & Soc Sci,ECO,Spring 2016,Spring,2016,2014,CCC411,1.5,D
225,School of Humanities & Soc Sci,ECO,Spring 2016,Spring,2016,2014,MKT201,2.0,D
226,School of Humanities & Soc Sci,ECO,Spring 2016,Spring,2016,2014,CCC816,1.5,F
227,School of Humanities & Soc Sci,ECO,Spring 2016,Spring,2016,2014,CCC218,1.5,F
228,School of Humanities & Soc Sci,ECO,Spring 2016,Spring,2016,2014,CCC514,1.5,C-
229,School of Humanities & Soc Sci,ECO,Monsoon 2016,Monsoon,2016,2014,CCC221,1.5,D
230,School of Natural Sciences,PHY,Monsoon 2014,Monsoon,2014,2014,CCC704,4.0,D
231,School of Natural Sciences,PHY,Spring 2015,Spring,2015,2014,MAT260,4.0,F
232,School of Natural Sciences,PHY,Spring 2016,Spring,2016,2014,CCC402,1.5,A-
233,School of Natural Sciences,PHY,Summer 2016,Summer,2016,2014,CED202,4.0,C-
234,School of Natural Sciences,PHY,Spring 2018,Spring,2018,2014,MAT434,4.0,B
235,School of Natural Sciences,PHY,Spring 2018,Spring,2018,2014,CCC414,1.5,A-
236,School of Natural Sciences,PHY,Spring 2018,Spring,2018,2014,ECO101,4.0,F
237,School of Natural Sciences,PHY,Spring 2018,Spring,2018,2014,CCC229,1.5,B
238,School of Engineering,CSD,Monsoon 2014,Monsoon,2014,2014,CCC704,4.0,F
239,School of Engineering,CSD,Spring 2015,Spring,2015,2014,CCC704,4.0,C-
240,School of Engineering,CSD,Monsoon 2015,Monsoon,2015,2014,CCC202,1.5,A
241,School of Engineering,CSD,Monsoon 2015,Monsoon,2015,2014,CCC402,1.5,D
242,School of Engineering,CSD,Spring 2016,Spring,2016,2014,CCC214,1.5,B
243,School of Engineering,CSD,Spring 2016,Spring,2016,2014,CCC103,1.5,F
244,School of Engineering,CSD,Spring 2016,Spring,2016,2014,SOC103,3.0,C
245,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,SOC113,3.0,C-
246,School of Engineering,CSD,Spring 2017,Spring,2017,2014,CCC326,1.5,B
247,School of Engineering,CSD,Spring 2017,Spring,2017,2014,CCC609,1.5,D
248,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2014,CCC515,1.5,B
249,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2014,MAT484,4.0,A-
250,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2014,IRG206,3.0,B
251,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2014,CCC327,1.5,A
252,School of Engineering,CSD,Spring 2018,Spring,2018,2014,MAT434,4.0,A
253,School of Engineering,CSD,Spring 2018,Spring,2018,2014,CCC331,1.5,B-
254,School of Engineering,CSD,Spring 2018,Spring,2018,2014,CCC302,1.5,B
255,School of Engineering,CSD,Spring 2018,Spring,2018,2014,IRG203,3.0,C
256,School of Engineering,CSD,Monsoon 2014,Monsoon,2014,2014,CCC704,4.0,D
257,School of Engineering,CSD,Spring 2015,Spring,2015,2014,CCC315,1.5,B
258,School of Engineering,CSD,Spring 2015,Spring,2015,2014,CCC409,1.5,B
259,School of Engineering,CSD,Monsoon 2015,Monsoon,2015,2014,CCC801,1.5,A-
260,School of Engineering,CSD,Monsoon 2015,Monsoon,2015,2014,CCC604,1.5,B-
261,School of Engineering,CSD,Spring 2016,Spring,2016,2014,CCC510,3.0,A-
262,School of Engineering,CSD,Spring 2016,Spring,2016,2014,CCC816,1.5,B
263,School of Engineering,CSD,Spring 2016,Spring,2016,2014,MAT280,4.0,F
264,School of Engineering,CSD,Spring 2016,Spring,2016,2014,ART101,3.0,B-
265,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,CCC614,1.5,F
266,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,CCC314,1.5,C
267,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,MAT430,4.0,D
268,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,CCC214,1.5,C
269,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,CCC402,1.5,C
270,School of Engineering,CSD,Spring 2017,Spring,2017,2014,CCC326,1.5,F
271,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2014,CCC512,1.5,B
272,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2014,CCC416,1.5,B
273,School of Engineering,CSD,Monsoon 2014,Monsoon,2014,2014,CCC704,4.0,D
274,School of Engineering,CSD,Monsoon 2015,Monsoon,2015,2014,CCC402,1.5,B
275,School of Engineering,CSD,Monsoon 2015,Monsoon,2015,2014,CCC604,1.5,B-
276,School of Engineering,CSD,Spring 2016,Spring,2016,2014,MAT260,4.0,B
277,School of Engineering,CSD,Spring 2016,Spring,2016,2014,CCC319,1.5,B
278,School of Engineering,CSD,Spring 2016,Spring,2016,2014,MAT284,4.0,B
279,School of Engineering,CSD,Spring 2016,Spring,2016,2014,CCC813,1.5,A
280,School of Engineering,CSD,Spring 2016,Spring,2016,2014,CCC801,1.5,B-
281,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,CCC323,1.5,B
282,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,MAT386,4.0,B-
283,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,MAT430,4.0,B-
284,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,CCC101,1.5,A-
285,School of Engineering,CSD,Spring 2017,Spring,2017,2014,MAT280,4.0,C-
286,School of Engineering,CSD,Spring 2017,Spring,2017,2014,CCC411,1.5,B
287,School of Engineering,CSD,Spring 2017,Spring,2017,2014,CCC810,1.5,C
288,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2014,CCC327,1.5,B
289,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2014,MAT388,4.0,B-
290,School of Engineering,CSD,Monsoon 2014,Monsoon,2014,2014,CCC704,4.0,D
291,School of Engineering,CSD,Monsoon 2015,Monsoon,2015,2014,CCC317,1.5,B-
292,School of Engineering,CSD,Monsoon 2015,Monsoon,2015,2014,CCC801,1.5,B
293,School of Engineering,CSD,Monsoon 2015,Monsoon,2015,2014,CCC211,1.5,D
294,School of Engineering,CSD,Spring 2016,Spring,2016,2014,MAT260,4.0,F
295,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,CCC407,1.5,C-
296,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,CCC319,1.5,A
297,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,ENG401,3.0,A-
298,School of Engineering,CSD,Spring 2017,Spring,2017,2014,ENG214,3.0,B
299,School of Engineering,CSD,Spring 2017,Spring,2017,2014,ENG326,3.0,A-
300,School of Engineering,CSD,Spring 2017,Spring,2017,2014,CCC217,3.0,A-
301,School of Engineering,CSD,Spring 2017,Spring,2017,2014,CCC103,1.5,A-
302,School of Engineering,CSD,Spring 2017,Spring,2017,2014,ENG215,3.0,W
303,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2014,CCC512,1.5,C
304,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2014,ENG342,4.0,B
305,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2014,ENG104,3.0,F
306,School of Engineering,CSD,Spring 2018,Spring,2018,2014,CCC823,1.5,C-
307,School of Engineering,ECE,Monsoon 2014,Monsoon,2014,2014,CCC704,4.0,F
308,School of Humanities & Soc Sci,ENG,Monsoon 2014,Monsoon,2014,2014,PHY103,5.0,D
309,School of Humanities & Soc Sci,ENG,Monsoon 2014,Monsoon,2014,2014,PHY105,2.0,F
310,School of Humanities & Soc Sci,ENG,Monsoon 2014,Monsoon,2014,2014,MAT101,4.0,C
311,School of Humanities & Soc Sci,ENG,Monsoon 2014,Monsoon,2014,2014,CHY111,5.0,D
312,School of Humanities & Soc Sci,ENG,Monsoon 2014,Monsoon,2014,2014,CCC704,4.0,F
