,School,Major,Sem_year,Semester,Year,Batch,Course,Credits,Grade
1815,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,OHM401,3.0,B
1816,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,MAT160,4.0,F
1817,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,FAC203,2.0,B
1818,School of Engineering,CSD,Spring 2018,Spring,2018,2015,MEC102,3.0,B-
1819,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2015,OHM103,3.0,B
1820,School of Engineering,CSD,Spring 2017,Spring,2017,2015,MEC102,3.0,A-
1821,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,FAC203,2.0,A-
1822,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,OHM401,3.0,A-
1823,School of Engineering,CSD,Spring 2018,Spring,2018,2015,DOM401,3.0,B
1824,School of Engineering,ECE,Monsoon 2016,Monsoon,2016,2015,DES101,4.0,B-
1825,School of Engineering,ECE,Spring 2017,Spring,2017,2015,DES111,4.0,B
1826,School of Engineering,ECE,Monsoon 2017,Monsoon,2017,2015,DES131,4.0,A-
1827,School of Engineering,ECE,Spring 2018,Spring,2018,2015,DES121,4.0,A
1828,School of Natural Sciences,BIO,Monsoon 2016,Monsoon,2016,2015,HIS102,3.0,A-
1829,School of Natural Sciences,BIO,Spring 2017,Spring,2017,2015,CHY213,2.0,A-
1830,School of Natural Sciences,BIO,Monsoon 2017,Monsoon,2017,2015,CHY221,4.0,A
1831,School of Natural Sciences,BIO,Spring 2018,Spring,2018,2015,CHY352,3.0,A-
1832,School of Engineering,ECE,Spring 2017,Spring,2017,2015,MAT431,4.0,C-
1833,School of Engineering,ECE,Monsoon 2017,Monsoon,2017,2015,MAT160,4.0,C
1834,School of Engineering,ECE,Spring 2018,Spring,2018,2015,OHM401,3.0,A-
1835,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2015,MAT260,4.0,A-
1836,School of Engineering,CSD,Spring 2017,Spring,2017,2015,MAT442,4.0,B
1837,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,MAT280,4.0,A
1838,School of Engineering,CSD,Spring 2018,Spring,2018,2015,MAT230,4.0,A-
1839,School of Engineering,ECE,Monsoon 2016,Monsoon,2016,2015,SOC101,3.0,B-
1840,School of Engineering,ECE,Monsoon 2016,Monsoon,2016,2015,DES101,4.0,B
1841,School of Engineering,ECE,Spring 2017,Spring,2017,2015,DES111,4.0,B-
1842,School of Engineering,ECE,Spring 2017,Spring,2017,2015,SOC211,3.0,A-
1843,School of Engineering,ECE,Monsoon 2017,Monsoon,2017,2015,SOC217,3.0,A-
1844,School of Engineering,ECE,Monsoon 2017,Monsoon,2017,2015,DES131,4.0,B
1845,School of Engineering,ECE,Monsoon 2017,Monsoon,2017,2015,SOC204,3.0,B-
1846,School of Engineering,ECE,Spring 2018,Spring,2018,2015,SOC321,3.0,C-
1847,School of Engineering,ECE,Spring 2018,Spring,2018,2015,DES121,4.0,A-
1848,School of Engineering,MED,Monsoon 2015,Monsoon,2015,2015,MAT201,4.0,B-
1849,School of Engineering,MED,Spring 2016,Spring,2016,2015,PHY102,5.0,C-
1850,School of Engineering,MED,Spring 2017,Spring,2017,2015,EED102,3.0,F
1851,School of Engineering,MED,Monsoon 2017,Monsoon,2017,2015,PHY207,4.0,A
1852,School of Engineering,MED,Spring 2018,Spring,2018,2015,OHM401,3.0,A-
1853,School of Engineering,MED,Spring 2018,Spring,2018,2015,ECO101,4.0,B-
1854,School of Engineering,MED,Spring 2018,Spring,2018,2015,CED308,4.0,B
1855,School of Engineering,MED,Monsoon 2015,Monsoon,2015,2015,MAT201,4.0,B
1856,School of Engineering,MED,Spring 2016,Spring,2016,2015,PHY102,5.0,B
1857,School of Engineering,MED,Spring 2017,Spring,2017,2015,MAT430,4.0,B
1858,School of Engineering,MED,Monsoon 2017,Monsoon,2017,2015,CED405,3.0,A
1859,School of Engineering,MED,Spring 2018,Spring,2018,2015,CED308,4.0,A-
1860,School of Engineering,MED,Spring 2018,Spring,2018,2015,OHM401,3.0,A-
1861,School of Engineering,EED,Monsoon 2016,Monsoon,2016,2015,ECO101,4.0,F
1862,School of Engineering,EED,Monsoon 2017,Monsoon,2017,2015,CED206,4.0,B
1863,School of Engineering,EED,Spring 2018,Spring,2018,2015,OHM401,3.0,B-
1864,School of Engineering,EED,Spring 2018,Spring,2018,2015,ECO101,4.0,B-
1865,School of Engineering,ECE,Spring 2017,Spring,2017,2015,MAT431,4.0,A-
1866,School of Engineering,ECE,Spring 2018,Spring,2018,2015,MAT386,4.0,C
1867,School of Engineering,ECE,Spring 2018,Spring,2018,2015,MAT434,4.0,A
1868,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2015,COM199,4.0,B
1869,School of Engineering,CSD,Spring 2017,Spring,2017,2015,COM197,6.0,B-
1870,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,ADP310,5.0,B
1871,School of Engineering,EED,Monsoon 2016,Monsoon,2016,2015,COM199,4.0,B-
1872,School of Engineering,EED,Monsoon 2017,Monsoon,2017,2015,ENG240,3.0,A-
1873,School of Humanities & Soc Sci,ECO,Spring 2016,Spring,2016,2015,SOC112,3.0,A
1874,School of Humanities & Soc Sci,ECO,Spring 2016,Spring,2016,2015,MAT102,4.0,B
1875,School of Humanities & Soc Sci,ECO,Monsoon 2016,Monsoon,2016,2015,MAT280,4.0,B
1876,School of Humanities & Soc Sci,ECO,Spring 2017,Spring,2017,2015,MAT388,4.0,A
1877,School of Humanities & Soc Sci,ECO,Spring 2017,Spring,2017,2015,MAT110,4.0,A-
1878,School of Humanities & Soc Sci,ECO,Monsoon 2017,Monsoon,2017,2015,MAT160,4.0,A-
1879,School of Humanities & Soc Sci,ECO,Monsoon 2017,Monsoon,2017,2015,MAT484,4.0,A
1880,School of Natural Sciences,PHY,Spring 2016,Spring,2016,2015,ENG327,3.0,A
1881,School of Natural Sciences,PHY,Monsoon 2016,Monsoon,2016,2015,SOC114,3.0,A-
1882,School of Natural Sciences,PHY,Spring 2017,Spring,2017,2015,MAT430,4.0,C
1883,School of Natural Sciences,PHY,Monsoon 2017,Monsoon,2017,2015,HIS203,3.0,D
1884,School of Natural Sciences,PHY,Monsoon 2017,Monsoon,2017,2015,ENG240,3.0,A-
1885,School of Natural Sciences,PHY,Spring 2018,Spring,2018,2015,HIS209,3.0,B-
1886,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2015,ECO101,4.0,D
1887,School of Engineering,CSD,Spring 2017,Spring,2017,2015,MKT201,3.0,A-
1888,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,OHM401,3.0,B
1889,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,IRG208,3.0,B
1890,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2015,ECO101,4.0,B
1891,School of Engineering,CSD,Spring 2017,Spring,2017,2015,ECO102,4.0,A-
1892,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,ECO203,4.0,B-
1893,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,ECO354,3.0,B
1894,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,ECO301,4.0,B
1895,School of Engineering,CSD,Spring 2018,Spring,2018,2015,ECO221,4.0,A-
1896,School of Humanities & Soc Sci,ECO,Spring 2017,Spring,2017,2016,ENG215,3.0,B
1897,School of Humanities & Soc Sci,ECO,Monsoon 2017,Monsoon,2017,2016,MAT484,4.0,B
1898,School of Humanities & Soc Sci,ECO,Monsoon 2017,Monsoon,2017,2016,ENG441,4.0,A
1899,School of Humanities & Soc Sci,ECO,Spring 2018,Spring,2018,2016,CSD101,4.0,B-
1900,School of Humanities & Soc Sci,ECO,Spring 2018,Spring,2018,2016,COM199,4.0,B
1901,School of Humanities & Soc Sci,ECO,Spring 2018,Spring,2018,2016,ENG446,4.0,A-
1902,School of Engineering,EED,Monsoon 2016,Monsoon,2016,2015,DES101,4.0,A
1903,School of Engineering,EED,Spring 2017,Spring,2017,2015,DES111,4.0,B
1904,School of Engineering,EED,Monsoon 2017,Monsoon,2017,2015,DES131,4.0,B
1905,School of Engineering,EED,Spring 2018,Spring,2018,2015,DES121,4.0,A-
1906,School of Engineering,ECE,Monsoon 2016,Monsoon,2016,2015,ECO101,4.0,C
1907,School of Engineering,ECE,Spring 2017,Spring,2017,2015,ECO102,4.0,A-
1908,School of Engineering,ECE,Monsoon 2017,Monsoon,2017,2015,ECO203,4.0,B
1909,School of Engineering,ECE,Spring 2018,Spring,2018,2015,ECO101,4.0,B-
1910,School of Engineering,ECE,Spring 2018,Spring,2018,2015,ECO221,4.0,B-
1911,School of Engineering,MED,Monsoon 2015,Monsoon,2015,2015,MAT201,4.0,B
1912,School of Engineering,MED,Spring 2016,Spring,2016,2015,PHY102,5.0,C
1913,School of Engineering,MED,Monsoon 2016,Monsoon,2016,2015,ECO101,4.0,B-
1914,School of Engineering,MED,Spring 2017,Spring,2017,2015,ECO102,4.0,B
1915,School of Engineering,MED,Spring 2017,Spring,2017,2015,CED315,3.0,B-
1916,School of Engineering,MED,Monsoon 2017,Monsoon,2017,2015,ECO301,4.0,C
1917,School of Engineering,MED,Monsoon 2017,Monsoon,2017,2015,CED405,3.0,B
1918,School of Engineering,ECE,Spring 2017,Spring,2017,2015,PHY206,4.0,B-
1919,School of Engineering,ECE,Monsoon 2017,Monsoon,2017,2015,CED206,4.0,B
1920,School of Engineering,ECE,Spring 2018,Spring,2018,2015,MAT160,4.0,C
1921,School of Engineering,ECE,Spring 2018,Spring,2018,2015,MAT434,4.0,A-
1922,School of Engineering,MED,Monsoon 2015,Monsoon,2015,2015,MAT201,4.0,A-
1923,School of Engineering,MED,Spring 2016,Spring,2016,2015,PHY102,5.0,A-
1924,School of Engineering,MED,Monsoon 2016,Monsoon,2016,2015,PHY207,4.0,A-
1925,School of Engineering,MED,Spring 2017,Spring,2017,2015,PHY202,4.0,B
1926,School of Engineering,MED,Spring 2017,Spring,2017,2015,PHY208,3.0,A-
1927,School of Engineering,MED,Monsoon 2017,Monsoon,2017,2015,PHY305,4.0,B-
1928,School of Engineering,MED,Monsoon 2017,Monsoon,2017,2015,PHY201,4.0,A-
1929,School of Engineering,MED,Spring 2018,Spring,2018,2015,PHY306,4.0,B
1930,School of Engineering,MED,Spring 2018,Spring,2018,2015,PHY302,4.0,A-
1931,School of Engineering,ECE,Monsoon 2016,Monsoon,2016,2015,ECO101,4.0,C-
1932,School of Engineering,ECE,Spring 2017,Spring,2017,2015,ECO102,4.0,A-
1933,School of Engineering,ECE,Monsoon 2017,Monsoon,2017,2015,BIO201,3.0,A-
1934,School of Engineering,ECE,Spring 2018,Spring,2018,2015,MAT434,4.0,A-
1935,School of Engineering,ECE,Spring 2018,Spring,2018,2015,MAT386,4.0,C
1936,School of Engineering,MED,Monsoon 2015,Monsoon,2015,2015,MAT201,4.0,B
1937,School of Engineering,MED,Spring 2016,Spring,2016,2015,PHY102,5.0,A-
1938,School of Engineering,MED,Monsoon 2016,Monsoon,2016,2015,ECO101,4.0,C-
1939,School of Engineering,MED,Spring 2017,Spring,2017,2015,ECO422,3.0,B
1940,School of Engineering,MED,Spring 2017,Spring,2017,2015,ECO102,4.0,A-
1941,School of Engineering,MED,Monsoon 2017,Monsoon,2017,2015,ECO301,4.0,C
1942,School of Engineering,MED,Spring 2018,Spring,2018,2015,ECO327,3.0,A-
1943,School of Engineering,CED,Spring 2016,Spring,2016,2015,HIS214,3.0,B
1944,School of Engineering,CED,Spring 2017,Spring,2017,2015,MED101,2.0,B
1945,School of Engineering,CED,Spring 2017,Spring,2017,2015,CSD201,4.0,D
1946,School of Engineering,CED,Monsoon 2017,Monsoon,2017,2015,MAT160,4.0,C
1947,School of Engineering,CED,Spring 2018,Spring,2018,2015,ECO101,4.0,B-
1948,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2015,MAT260,4.0,B-
1949,School of Engineering,CSD,Spring 2017,Spring,2017,2015,BDA650,3.0,B-
1950,School of Engineering,CSD,Spring 2017,Spring,2017,2015,BDA690,3.0,C
1951,School of Engineering,CSD,Spring 2017,Spring,2017,2015,MAT430,4.0,B
1952,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,MAT280,4.0,B
1953,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,MAT431,4.0,A
1954,School of Engineering,CSD,Spring 2018,Spring,2018,2015,MAT434,4.0,A
1955,School of Engineering,EED,Monsoon 2016,Monsoon,2016,2015,CSD207,4.0,B
1956,School of Engineering,EED,Monsoon 2017,Monsoon,2017,2015,CED206,4.0,A-
1957,School of Engineering,EED,Spring 2018,Spring,2018,2015,MED210,2.0,B-
1958,School of Engineering,EED,Spring 2018,Spring,2018,2015,CED205,4.0,B
1959,School of Engineering,EED,Spring 2018,Spring,2018,2015,OHM401,3.0,B
1960,School of Engineering,EED,Spring 2017,Spring,2017,2015,HIS104,3.0,B
1961,School of Engineering,EED,Monsoon 2017,Monsoon,2017,2015,HIS102,3.0,B
1962,School of Engineering,EED,Spring 2018,Spring,2018,2015,HIS206,3.0,B
1963,School of Engineering,EED,Spring 2018,Spring,2018,2015,CED205,4.0,B-
1964,School of Humanities & Soc Sci,ECO,Spring 2016,Spring,2016,2015,MAT102,4.0,A
1965,School of Humanities & Soc Sci,ECO,Monsoon 2016,Monsoon,2016,2015,MAT390,4.0,A
1966,School of Humanities & Soc Sci,ECO,Monsoon 2016,Monsoon,2016,2015,MAT260,4.0,B
1967,School of Humanities & Soc Sci,ECO,Spring 2017,Spring,2017,2015,MAT388,4.0,A
1968,School of Humanities & Soc Sci,ECO,Spring 2017,Spring,2017,2015,MAT490,4.0,A
1969,School of Humanities & Soc Sci,ECO,Spring 2017,Spring,2017,2015,MAT110,4.0,A-
1970,School of Humanities & Soc Sci,ECO,Monsoon 2017,Monsoon,2017,2015,MAT484,4.0,A
1971,School of Humanities & Soc Sci,ECO,Monsoon 2017,Monsoon,2017,2015,IRG208,3.0,A
1972,School of Humanities & Soc Sci,ECO,Spring 2018,Spring,2018,2015,MAT230,4.0,A-
1973,School of Engineering,CED,Spring 2017,Spring,2017,2015,MAT430,4.0,F
1974,School of Engineering,CED,Spring 2018,Spring,2018,2015,ADP110,4.0,D
1975,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2015,ECO101,4.0,C
1976,School of Engineering,CSD,Spring 2017,Spring,2017,2015,MAT084,4.0,B-
1977,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,MAT160,4.0,C
1978,School of Engineering,CSD,Spring 2018,Spring,2018,2015,MED210,2.0,B-
1979,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2015,MAT260,4.0,D
1980,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,CHD211,4.0,C
1981,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,PHY207,4.0,B
1982,School of Engineering,CSD,Spring 2018,Spring,2018,2015,MAT434,4.0,A-
1983,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2015,MAT284,4.0,B
1984,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2015,MAT260,4.0,B-
1985,School of Engineering,CSD,Spring 2017,Spring,2017,2015,BDA650,3.0,B-
1986,School of Engineering,CSD,Spring 2017,Spring,2017,2015,BDA690,3.0,B
1987,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,OHM401,3.0,B
1988,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,MAT431,4.0,A
1989,School of Humanities & Soc Sci,SOC,Spring 2016,Spring,2016,2015,ENG216,3.0,C-
1990,School of Humanities & Soc Sci,SOC,Spring 2016,Spring,2016,2015,ENG114,3.0,B-
1991,School of Humanities & Soc Sci,SOC,Monsoon 2016,Monsoon,2016,2015,OHM103,3.0,B
1992,School of Humanities & Soc Sci,SOC,Monsoon 2017,Monsoon,2017,2015,ENG442,4.0,B
1993,School of Humanities & Soc Sci,SOC,Monsoon 2017,Monsoon,2017,2015,HIS203,3.0,F
1994,School of Engineering,MED,Monsoon 2015,Monsoon,2015,2015,MAT201,4.0,B-
1995,School of Engineering,MED,Spring 2016,Spring,2016,2015,PHY102,5.0,C
1996,School of Engineering,MED,Monsoon 2016,Monsoon,2016,2015,ECO101,4.0,B
1997,School of Engineering,MED,Spring 2017,Spring,2017,2015,ECO102,4.0,A-
1998,School of Engineering,MED,Monsoon 2017,Monsoon,2017,2015,ECO301,4.0,B-
1999,School of Engineering,MED,Spring 2018,Spring,2018,2015,ECO327,3.0,A
2000,School of Engineering,MED,Monsoon 2015,Monsoon,2015,2015,MAT201,4.0,C-
2001,School of Engineering,MED,Spring 2016,Spring,2016,2015,PHY102,5.0,B-
2002,School of Engineering,MED,Monsoon 2016,Monsoon,2016,2015,ECO101,4.0,B-
2003,School of Engineering,MED,Spring 2017,Spring,2017,2015,ECO102,4.0,A
2004,School of Engineering,MED,Spring 2017,Spring,2017,2015,CED315,3.0,B
2005,School of Engineering,MED,Monsoon 2017,Monsoon,2017,2015,CED405,3.0,B
2006,School of Engineering,MED,Monsoon 2017,Monsoon,2017,2015,ECO301,4.0,A-
2007,School of Engineering,MED,Spring 2018,Spring,2018,2015,ECO221,4.0,B
2008,School of Humanities & Soc Sci,ENG,Spring 2016,Spring,2016,2015,SOC103,3.0,B-
2009,School of Humanities & Soc Sci,ENG,Monsoon 2016,Monsoon,2016,2015,COM193,4.0,B
2010,School of Humanities & Soc Sci,ENG,Spring 2017,Spring,2017,2015,COM198,4.0,A-
2011,School of Humanities & Soc Sci,ENG,Monsoon 2017,Monsoon,2017,2015,COM199,4.0,A-
2012,School of Engineering,EED,Monsoon 2017,Monsoon,2017,2015,MKT202,3.0,A
2013,School of Engineering,EED,Spring 2018,Spring,2018,2015,ENG142,3.0,C
2014,School of Engineering,EED,Spring 2018,Spring,2018,2015,OHM401,3.0,A-
2015,School of Natural Sciences,CHY,Monsoon 2015,Monsoon,2015,2015,MAT201,4.0,B-
2016,School of Natural Sciences,CHY,Spring 2016,Spring,2016,2015,BIO113,3.0,B-
2017,School of Natural Sciences,CHY,Spring 2016,Spring,2016,2015,PHY104,5.0,C-
2018,School of Natural Sciences,CHY,Spring 2016,Spring,2016,2015,MAT203,4.0,C
2019,School of Natural Sciences,CHY,Monsoon 2016,Monsoon,2016,2015,BIO201,3.0,A-
2020,School of Natural Sciences,CHY,Monsoon 2016,Monsoon,2016,2015,PHY255,3.0,C-
2021,School of Natural Sciences,CHY,Spring 2017,Spring,2017,2015,PHY202,4.0,F
2022,School of Natural Sciences,CHY,Spring 2017,Spring,2017,2015,MAT084,4.0,C
2023,School of Natural Sciences,CHY,Monsoon 2017,Monsoon,2017,2015,BIO202,3.0,C-
2024,School of Natural Sciences,CHY,Monsoon 2017,Monsoon,2017,2015,BIO204,3.0,B-
2025,School of Natural Sciences,CHY,Spring 2018,Spring,2018,2015,BIO206,3.0,C
2026,School of Natural Sciences,CHY,Spring 2018,Spring,2018,2015,BIO205,3.0,B
2027,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2015,ECO101,4.0,B-
2028,School of Engineering,CSD,Spring 2017,Spring,2017,2015,MKT201,3.0,C
2029,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,MAT431,4.0,A
2030,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,OHM401,3.0,B
2031,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,PHY207,4.0,A
2032,School of Engineering,CSD,Spring 2018,Spring,2018,2015,OHM403,3.0,A-
2033,School of Engineering,EED,Spring 2017,Spring,2017,2015,COM193,4.0,A-
2034,School of Engineering,EED,Spring 2017,Spring,2017,2015,ISM101,3.0,B
2035,School of Engineering,EED,Monsoon 2017,Monsoon,2017,2015,COM199,4.0,B
2036,School of Engineering,EED,Spring 2018,Spring,2018,2015,COM197,6.0,A-
2037,School of Engineering,CHD,Spring 2017,Spring,2017,2015,BIO307,3.0,B
2038,School of Engineering,CHD,Monsoon 2017,Monsoon,2017,2015,CED206,4.0,A-
2039,School of Engineering,CHD,Monsoon 2017,Monsoon,2017,2015,ADP112,4.0,A-
2040,School of Engineering,CHD,Spring 2018,Spring,2018,2015,ECO101,4.0,B-
2041,School of Engineering,MED,Monsoon 2015,Monsoon,2015,2015,MAT201,4.0,B-
2042,School of Engineering,MED,Spring 2016,Spring,2016,2015,PHY102,5.0,C-
2043,School of Engineering,MED,Spring 2017,Spring,2017,2015,MAT430,4.0,B-
2044,School of Engineering,MED,Monsoon 2017,Monsoon,2017,2015,CED405,3.0,B-
2045,School of Engineering,MED,Spring 2018,Spring,2018,2015,COM199,4.0,B
2046,School of Engineering,MED,Spring 2018,Spring,2018,2015,ADP110,4.0,A-
2047,School of Engineering,ECE,Monsoon 2016,Monsoon,2016,2015,CSD207,4.0,C
2048,School of Engineering,ECE,Spring 2017,Spring,2017,2015,MAT386,4.0,A
2049,School of Engineering,ECE,Monsoon 2017,Monsoon,2017,2015,MAT160,4.0,C
2050,School of Engineering,ECE,Spring 2018,Spring,2018,2015,MAT434,4.0,A-
2051,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,PHY207,4.0,B
2052,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,CHD211,4.0,D
2053,School of Engineering,CSD,Spring 2018,Spring,2018,2015,CED307,4.0,C-
2054,School of Engineering,ECE,Monsoon 2016,Monsoon,2016,2015,ECO101,4.0,B-
2055,School of Engineering,ECE,Spring 2017,Spring,2017,2015,ECO102,4.0,A
2056,School of Engineering,ECE,Monsoon 2017,Monsoon,2017,2015,ECO203,4.0,B
2057,School of Engineering,ECE,Spring 2018,Spring,2018,2015,OHM401,3.0,A-
2058,School of Humanities & Soc Sci,SOC,Spring 2016,Spring,2016,2015,HIS202,3.0,B
2059,School of Humanities & Soc Sci,SOC,Spring 2016,Spring,2016,2015,HIS104,3.0,B
2060,School of Humanities & Soc Sci,SOC,Monsoon 2016,Monsoon,2016,2015,HIS102,3.0,B
2061,School of Humanities & Soc Sci,SOC,Spring 2017,Spring,2017,2015,HIS209,3.0,A-
2062,School of Humanities & Soc Sci,SOC,Monsoon 2017,Monsoon,2017,2015,HIS201,3.0,B
2063,School of Humanities & Soc Sci,SOC,Spring 2018,Spring,2018,2015,ADP100,3.0,A
2064,School of Engineering,EED,Monsoon 2017,Monsoon,2017,2015,MAT280,4.0,A-
2065,School of Engineering,EED,Spring 2018,Spring,2018,2015,OHM401,3.0,A-
2066,School of Engineering,EED,Spring 2018,Spring,2018,2015,MAT386,4.0,A
2067,School of Engineering,ECE,Monsoon 2016,Monsoon,2016,2015,ENG104,3.0,C
2068,School of Engineering,ECE,Monsoon 2017,Monsoon,2017,2015,CED206,4.0,A
2069,School of Engineering,ECE,Spring 2018,Spring,2018,2015,OHM401,3.0,A-
2070,School of Engineering,ECE,Spring 2018,Spring,2018,2015,ADP110,4.0,AP
2071,School of Engineering,ECE,Monsoon 2016,Monsoon,2016,2015,ECO101,4.0,B-
2072,School of Engineering,ECE,Spring 2017,Spring,2017,2015,ECO102,4.0,A
2073,School of Engineering,ECE,Monsoon 2017,Monsoon,2017,2015,ECO203,4.0,B
2074,School of Engineering,ECE,Spring 2018,Spring,2018,2015,ECO221,4.0,B
2075,School of Engineering,CSD,Spring 2017,Spring,2017,2015,OHM203,2.0,B-
2076,School of Engineering,CSD,Spring 2017,Spring,2017,2015,HIS104,3.0,C
2077,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,FAC203,2.0,C-
2078,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,OHM401,3.0,B-
2079,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,CHD211,4.0,D
2080,School of Engineering,CSD,Spring 2018,Spring,2018,2015,MGT102,3.0,B
2081,School of Engineering,CSD,Spring 2018,Spring,2018,2015,MEC102,3.0,B
2082,School of Engineering,MED,Monsoon 2015,Monsoon,2015,2015,MAT201,4.0,C-
2083,School of Engineering,MED,Spring 2016,Spring,2016,2015,PHY102,5.0,C
2084,School of Engineering,MED,Monsoon 2016,Monsoon,2016,2015,ENG301,3.0,A-
2085,School of Engineering,MED,Monsoon 2016,Monsoon,2016,2015,ENG104,3.0,A-
2086,School of Engineering,MED,Spring 2017,Spring,2017,2015,SOC211,3.0,C-
2087,School of Engineering,MED,Spring 2017,Spring,2017,2015,SOC103,3.0,B
2088,School of Engineering,MED,Monsoon 2017,Monsoon,2017,2015,ENG440,4.0,A-
2089,School of Engineering,MED,Monsoon 2017,Monsoon,2017,2015,SOC317,3.0,B
2090,School of Engineering,MED,Spring 2018,Spring,2018,2015,SOC221,3.0,A
2091,School of Engineering,MED,Spring 2018,Spring,2018,2015,ENG245,3.0,B
2092,School of Humanities & Soc Sci,ECO,Monsoon 2016,Monsoon,2016,2015,COM198,4.0,A-
2093,School of Humanities & Soc Sci,ECO,Monsoon 2016,Monsoon,2016,2015,HIS301,4.0,B
2094,School of Humanities & Soc Sci,ECO,Spring 2017,Spring,2017,2015,COM193,4.0,A-
2095,School of Humanities & Soc Sci,ECO,Spring 2017,Spring,2017,2015,HIS201,3.0,A-
2096,School of Humanities & Soc Sci,ECO,Spring 2017,Spring,2017,2015,IRG101,3.0,C
2097,School of Humanities & Soc Sci,ECO,Monsoon 2017,Monsoon,2017,2015,ARC101,3.0,A-
2098,School of Humanities & Soc Sci,ECO,Monsoon 2017,Monsoon,2017,2015,COM199,4.0,A
2099,School of Humanities & Soc Sci,ECO,Monsoon 2017,Monsoon,2017,2015,MAT390,4.0,AP
2100,School of Humanities & Soc Sci,ECO,Monsoon 2017,Monsoon,2017,2015,ENG440,4.0,A-
2101,School of Humanities & Soc Sci,ECO,Spring 2018,Spring,2018,2015,ENG142,3.0,A
2102,School of Humanities & Soc Sci,ECO,Spring 2018,Spring,2018,2015,HIS104,3.0,A-
2103,School of Humanities & Soc Sci,ECO,Spring 2018,Spring,2018,2015,COM196,6.0,A
2104,School of Humanities & Soc Sci,ECO,Spring 2018,Spring,2018,2015,CSD101,4.0,C
2105,School of Humanities & Soc Sci,ENG,Monsoon 2016,Monsoon,2016,2015,SOC114,3.0,A
2106,School of Humanities & Soc Sci,ENG,Monsoon 2016,Monsoon,2016,2015,COM198,4.0,A
2107,School of Humanities & Soc Sci,ENG,Spring 2017,Spring,2017,2015,SOC103,3.0,B
2108,School of Humanities & Soc Sci,ENG,Monsoon 2017,Monsoon,2017,2015,IRG106,3.0,A-
2109,School of Humanities & Soc Sci,ENG,Monsoon 2017,Monsoon,2017,2015,IRG206,3.0,B
2110,School of Humanities & Soc Sci,ENG,Spring 2018,Spring,2018,2015,IRG202,3.0,A-
2111,School of Humanities & Soc Sci,ENG,Spring 2018,Spring,2018,2015,IRG203,3.0,B
2112,School of Humanities & Soc Sci,ENG,Spring 2018,Spring,2018,2015,HIS103,3.0,A
2113,School of Engineering,EED,Spring 2017,Spring,2017,2015,CED307,4.0,B
2114,School of Engineering,EED,Monsoon 2017,Monsoon,2017,2015,CED206,4.0,A
2115,School of Engineering,EED,Spring 2018,Spring,2018,2015,OHM401,3.0,B
2116,School of Engineering,EED,Spring 2018,Spring,2018,2015,MGT201,1.5,C
2117,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2015,MAT260,4.0,B-
2118,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2015,ECO101,4.0,C
2119,School of Engineering,CSD,Spring 2017,Spring,2017,2015,MAT442,4.0,B
2120,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,MAT431,4.0,A
2121,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2015,MAT280,4.0,B
