,School,Major,Batch,Sem1_courses,Sem1_grades,Sem2_courses,Sem2_grades,Sem3_courses,Sem3_grades,Sem4_courses,Sem4_grades,Sem5_courses,Sem5_grades,Sem6_courses,Sem6_grades,Sem7_courses,Sem7_grades,Sem8_courses,Sem8_grades
908,School of Engineering,MED,2016,"[""'MAT201'""]","[""'B-'""]","[""'PHY102'""]","[""'B-'""]","["" 'DES101'""]","["" 'A-'""]","["" 'MAT160'"", "" 'DES111'""]","["" 'B-'"", "" 'A-'""]",,,,,,,,
909,School of Engineering,CSD,2016,[],[],[],[],[],[],"["" 'HIS103'"", "" 'IRG204'""]","["" 'C-'"", "" 'F'""]",,,,,,,,
910,School of Engineering,ECE,2016,[],[],[],[],"[""'ECO101'""]","[""'C-'""]","["" 'ECO102'"", "" 'CED307'""]","["" 'B'"", "" 'B'""]",,,,,,,,
911,School of Engineering,MED,2016,"[""'MAT201'""]","[""'B-'""]","[""'PHY102'""]","[""'B-'""]","["" 'CHY111'""]","["" 'B'""]","[""'CHY242'""]","[""'B-'""]",,,,,,,,
912,School of Natural Sciences,PHY,2016,"[""'CSD101'"", "" 'EED103'"", "" 'MAT201'""]","[""'B-'"", "" 'W'"", "" 'C'""]","[""'CSD201'"", "" 'EED102'"", "" 'MAT203'""]","[""'W'"", "" 'B-'"", "" 'C'""]","["" 'ENG443'""]","["" 'B'""]","[""'MAT104'"", "" 'ENG244'""]","[""'A-'"", "" 'A-'""]",,,,,,,,
913,School of Engineering,EED,2016,[],[],[],[],[],[],"[""'SOC103'"", "" 'MAT160'""]","[""'A-'"", "" 'C'""]",,,,,,,,
914,School of Natural Sciences,BIO,2016,[],[],[],[],"[""'CHY351'"", "" 'CHY213'""]","[""'B-'"", "" 'B-'""]",[],[],,,,,,,,
915,School of Engineering,ECE,2016,[],[],[],[],"["" 'ECO101'""]","["" 'B'""]","[""'ECO102'""]","[""'A'""]",,,,,,,,
916,School of Engineering,ECE,2016,[],[],[],[],"["" 'ECO101'""]","["" 'C-'""]","[""'ECO102'"", "" 'MED210'""]","[""'B'"", "" 'B-'""]",,,,,,,,
917,School of Engineering,CED,2016,[],[],[],[],"[""'ECO101'""]","[""'A-'""]","[""'ECO102'""]","[""'A'""]",,,,,,,,
918,School of Engineering,MED,2016,"[""'MAT201'""]","[""'C'""]","["" 'PHY102'""]","["" 'B'""]","[""'MAT160'""]","[""'C'""]","[""'DOM401'"", "" 'MKT401'""]","[""'B'"", "" 'B'""]",,,,,,,,
919,School of Engineering,MED,2016,"["" 'MAT201'""]","["" 'B'""]","["" 'PHY102'""]","["" 'B'""]","["" 'ECO101'""]","["" 'C-'""]","["" 'ECO102'""]","["" 'A-'""]",,,,,,,,
920,School of Engineering,CSD,2016,[],[],[],[],"["" 'ECO101'""]","["" 'B-'""]","[""'CED308'""]","[""'B'""]",,,,,,,,
921,School of Engineering,ECE,2016,[],[],[],[],"[""'ECO101'""]","[""'B-'""]","[""'ECO102'""]","[""'A-'""]",,,,,,,,
922,School of Engineering,CSD,2016,[],[],[],[],"[""'ECO101'""]","[""'B-'""]","[""'HIS209'""]","[""'B'""]",,,,,,,,
923,School of Mgnt & Entrepre,BMS,2016,"[""'STM103'"", "" 'OHM103'"", "" 'DOM103'"", "" 'ENG304'""]","[""'A-'"", "" 'A-'"", "" 'B'"", "" 'A'""]","[""'MEC102'"", "" 'ISM101'"", "" 'OHM401'"", "" 'MGT102'""]","[""'A-'"", "" 'B'"", "" 'B'"", "" 'A-'""]","[""'MKT202'"", "" 'STM401'"", "" 'FAC203'"", "" 'HIS203'"", "" 'DOM205'""]","[""'A'"", "" 'A-'"", "" 'A'"", "" 'A-'"", "" 'A-'""]","["" 'COM199'"", "" 'MEC401'"", "" 'MKT201'"", "" 'FAC202'"", "" 'OHM403'"", "" 'MGT201'""]","["" 'A-'"", "" 'A'"", "" 'A-'"", "" 'A'"", "" 'A'"", "" 'A-'""]",,,,,,,,
924,School of Mgnt & Entrepre,BMS,2016,"[""'DOM103'"", "" 'OHM103'"", "" 'STM103'""]","[""'C'"", "" 'A-'"", "" 'B'""]","["" 'MEC102'"", "" 'ISM101'"", "" 'MGT102'"", "" 'MKT201'""]","["" 'C'"", "" 'C'"", "" 'A-'"", "" 'A-'""]","[""'STM401'"", "" 'DOM205'"", "" 'FAC203'"", "" 'MKT202'""]","[""'A'"", "" 'B'"", "" 'B-'"", "" 'B'""]","["" 'MGT201'"", "" 'MKT401'"", "" 'MEC401'"", "" 'ENG244'"", "" 'OHM403'"", "" 'FAC202'""]","["" 'C'"", "" 'A-'"", "" 'A-'"", "" 'B'"", "" 'A'"", "" 'C-'""]",,,,,,,,
925,School of Humanities & Soc Sci,HIS,2016,[],[],"[""'IRG102'"", "" 'MKT201'""]","[""'D'"", "" 'C-'""]","[""'ECO101'"", "" 'MKT202'""]","[""'D'"", "" 'B'""]","[""'ENG245'"", "" 'MKT401'"", "" 'SOC216'""]","[""'B'"", "" 'B'"", "" 'B-'""]",,,,,,,,
926,School of Humanities & Soc Sci,ENG,2016,[],[],"["" 'BIO206'""]","["" 'C'""]","[""'MAT205'"", "" 'ECO101'""]","[""'C-'"", "" 'B-'""]","[""'MEC401'"", "" 'ECO102'""]","[""'C'"", "" 'A-'""]",,,,,,,,
927,School of Mgnt & Entrepre,BMS,2016,"["" 'STM103'"", "" 'OHM103'"", "" 'DOM103'"", "" 'ENG304'""]","["" 'A'"", "" 'A'"", "" 'A'"", "" 'A-'""]","["" 'ISM101'"", "" 'MGT102'"", "" 'MEC102'"", "" 'IRG102'""]","["" 'B'"", "" 'A-'"", "" 'A-'"", "" 'B'""]","[""'MAT020'"", "" 'FAC203'"", "" 'DOM205'"", "" 'STM401'"", "" 'MKT202'""]","[""'A-'"", "" 'A-'"", "" 'A-'"", "" 'A'"", "" 'A'""]","[""'MKT401'"", "" 'MAT284'"", "" 'OHM403'"", "" 'MGT201'"", "" 'ECO102'"", "" 'FAC202'"", "" 'MKT201'""]","[""'A-'"", "" 'A'"", "" 'A'"", "" 'B'"", "" 'B'"", "" 'B-'"", "" 'B-'""]",,,,,,,,
928,School of Mgnt & Entrepre,BMS,2016,"[""'OHM103'"", "" 'DOM103'"", "" 'STM103'"", "" 'MAT020'""]","[""'B-'"", "" 'B'"", "" 'B'"", "" 'D'""]","["" 'IRG102'"", "" 'MGT102'"", "" 'OHM401'"", "" 'ISM101'"", "" 'MEC102'""]","["" 'C'"", "" 'C-'"", "" 'C'"", "" 'B-'"", "" 'B'""]","["" 'DOM205'"", "" 'MKT202'"", "" 'STM401'"", "" 'FAC203'""]","["" 'B-'"", "" 'B'"", "" 'B-'"", "" 'C-'""]","[""'FAC202'"", "" 'ECO102'"", "" 'MEC401'"", "" 'MKT401'"", "" 'BIO307'"", "" 'MGT201'""]","[""'C-'"", "" 'B'"", "" 'A-'"", "" 'B'"", "" 'A-'"", "" 'B-'""]",,,,,,,,
